,Year_0,row_id,train3_0
709,2026,2026_591,genome assembly
711,2026,2026_593,git
712,2026,2026_593,cookiecutter
719,2026,2026_600,carpentries
720,2026,2026_600,local university
724,2026,2026_604,university lectures
726,2026,2026_606,keine
733,2026,2026_613,self made
735,2026,2026_615,interne frameworkschulungen
736,2026,2026_616,local training
742,2026,2026_622,google training
745,2026,2026_625,erasmus
748,2026,2026_628,local university
764,2026,2026_644,local university
775,2026,2026_655,local user training
776,2026,2026_655,local staff training
780,2026,2026_658,coursera courses
785,2026,2026_663,stem  innovations
790,2026,2026_668,local university
794,2026,2026_672,google summer of code
795,2026,2026_672,local university
801,2026,2026_677,google summer of code
803,2026,2026_679,carpentries
809,2026,2026_685,training for rses within the group / outside of group on a particular topic. conducting hackathons/training sessions for students.
811,2026,2026_687,local university
812,2026,2026_688,i'm heading a 'tutorial hackathon' at the rosetta common's megathon event
818,2026,2026_694,carpentries
819,2026,2026_694,local research group training
823,2026,2026_698,local university
824,2026,2026_698,project training
827,2026,2026_700,farm machinery)
828,2026,2026_700,afretec workshops
829,2026,2026_700,summer schools (renewable energy & smart agriculture)
830,2026,2026_700,local ai & mechanisation training sessions
831,2026,2026_701,developer training
832,2026,2026_701,leadership training
833,2026,2026_701,emerging technologies in the health field
836,2026,2026_704,tutorials at scientific meetings
837,2026,2026_704,tutorials at workshops
838,2026,2026_704,online
855,2026,2026_721,specialized for our tool
857,2026,2026_723,nothing formal
858,2026,2026_724,local university
859,2026,2026_724,intersect
865,2026,2026_730,python
866,2026,2026_730,git training as well as other dev
867,2026,2026_730,documentation tools
873,2026,2026_736,university training
874,2026,2026_736,classes
875,2026,2026_736,workshops
877,2026,2026_736,user meetings
882,2026,2026_741,carpentries
883,2026,2026_741,once
887,2026,2026_744,data fairness
888,2026,2026_744,ml
889,2026,2026_744,workflow development
890,2026,2026_744,deployment
893,2026,2026_746,basic programming
894,2026,2026_747,conference tutorials
895,2026,2026_747,similar
897,2026,2026_749,carpentries
916,2026,2026_768,distanzkurse der universität
921,2026,2026_773,local university
927,2026,2026_779,eosc projects training
928,2026,2026_779,local institution
931,2026,2026_781,university training
935,2026,2026_785,hifis education / hida
936,2026,2026_785,tu dresden
938,2026,2026_787,local institute training
943,2026,2026_792,workshop
949,2026,2026_797,local university
956,2026,2026_804,local university
957,2026,2026_804,iccs summer school
959,2026,2026_806,linux
961,2026,2026_806,python
962,2026,2026_806,ai 
966,2026,2026_810,rse training
974,2026,2026_818,carpentries
975,2026,2026_818,carpentries
977,2026,2026_818,netdrive
979,2026,2026_820,local institutions
980,2026,2026_821,carpentries
981,2026,2026_821,local university
983,2026,2026_823,local university
994,2026,2026_834,hpc
995,2026,2026_834,parallel programming
996,2026,2026_834,ai
997,2026,2026_835,carpentries
1007,2026,2026_844,local university
1024,2026,2026_861,carpentries
1026,2026,2026_861,bespoke training targeting a wider audience e.g. at summer schools
1029,2026,2026_864,epcc training
1034,2026,2026_869,tsmp fall school
1036,2026,2026_871,pyhc workshop
1037,2026,2026_871,conference tutorials
1042,2026,2026_876,i often attend courses out on by oxford rse
1043,2026,2026_877,universidad
1044,2026,2026_877,formación en línea
1045,2026,2026_877,formación company
1046,2026,2026_878,linux
1047,2026,2026_878,hpc
1048,2026,2026_878,vcs
1049,2026,2026_878,python
1050,2026,2026_878,advance python
1052,2026,2026_880,hpc
1055,2026,2026_882,local university
1056,2026,2026_883,carpentries
1058,2026,2026_885,local university
1059,2026,2026_886,guest lectures
1060,2026,2026_886,sometimes a formal class
1061,2026,2026_886,see https://interactivedatascience.courses/
1062,2026,2026_887,nci bioinformatics training
1063,2026,2026_887,education program
1067,2026,2026_891,own workshops
1068,2026,2026_891,conference tutorials
1069,2026,2026_891,bespoke training
1070,2026,2026_892,olcf
1071,2026,2026_893,hpc
1072,2026,2026_893,bring your oen code hackathons eines hardware herstellers in kooperation mit hpc
1076,2026,2026_897,hpc
1080,2026,2026_900,carpentries
1081,2026,2026_900,elwazi trainings
1083,2026,2026_902,teaching undergraduates
1086,2026,2026_905,conference tutorials
1088,2026,2026_907,local training
1089,2026,2026_907,guest lectures
1092,2026,2026_910,lumi trainings
1093,2026,2026_910,courses at uit
1094,2026,2026_910,sometimes coderefinery
1127,2026,2026_943,carpentries
1131,2026,2026_947,local university
1146,2026,2026_962,i run training specific to our research community on tools
1147,2026,2026_962,working with data
1148,2026,2026_962,running climate models
1150,2026,2026_963,conference tutorials
1154,2026,2026_967,coderefinery
1155,2026,2026_967,local university
1161,2026,2026_973,local university
1166,2026,2026_978,chpc
1168,2026,2026_979,local university
1175,2026,2026_986,local university
1176,2026,2026_987,training on research equipment
1182,2026,2026_992,mechanical engineering design
1190,2026,2026_1000,galaxy training network
1191,2026,2026_1000,local university
1192,2026,2026_1000,training for the funded consortia that i am part of
1193,2026,2026_1000,training organised by africa cdc
1194,2026,2026_1000,other public health laboratories
1195,2026,2026_1001,bespoke for field only
1201,2026,2026_1007,local university
1202,2026,2026_1008,just some local training
1203,2026,2026_1008,although it's not extremely structured or consistent.
1204,2026,2026_1009,tutorials on workshops
1206,2026,2026_1009,dedicated totorials to interest groups
1207,2026,2026_1010,local
1208,2026,2026_1010,self developped
1210,2026,2026_1012,coderefinery
1216,2026,2026_1018,carpentries
1217,2026,2026_1018,local university
1218,2026,2026_1019,local university
1224,2026,2026_1023,carpentries
1225,2026,2026_1023,local university
1226,2026,2026_1024,local training
1238,2026,2026_1036,colegio de verano interno
1241,2026,2026_1038,carpentries
1245,2026,2026_1042,formación de data steward
1247,2026,2026_1044,university provided training
1249,2026,2026_1046,local training
1250,2026,2026_1046,local training
1251,2026,2026_1047,local university
1255,2026,2026_1050,local scripting training (bash
1256,2026,2026_1050,python
1257,2026,2026_1050,hpc
1259,2026,2026_1051,intersect
1263,2026,2026_1055,carpentries
1264,2026,2026_1055,carpentries
1265,2026,2026_1056,carpentries
1267,2026,2026_1058,carpentries
1268,2026,2026_1058,suresoft
1275,2026,2026_1065,suresoft
1276,2026,2026_1065,local university
1279,2026,2026_1068,coderefinery
1280,2026,2026_1068,local university
1281,2026,2026_1069,coderefinery
1288,2026,2026_1076,carpentries
1292,2026,2026_1080,any dedicated user training workshop for my code
1293,2026,2026_1081,local university
1294,2026,2026_1082,local university
1297,2026,2026_1085,local university
1300,2026,2026_1088,local university
1305,2026,2026_1093,course in computing for scientists
1306,2026,2026_1094,teaching in the regular curriculum as a lecturer
1307,2026,2026_1094,tutorial leader in physics
1308,2026,2026_1094,computer science
1315,2026,2026_1101,coderefinery
1316,2026,2026_1101,local university
1324,2026,2026_1109,university courses on dft
1325,2026,2026_1109,siesta schools
1331,2026,2026_1115,carpentries
1332,2026,2026_1115,local
1333,2026,2026_1116,hpc
1334,2026,2026_1117,carpentries
1335,2026,2026_1118,local university
1341,2026,2026_1124,carpentries
1345,2026,2026_1127,local graduate school training
1346,2026,2026_1128,local
1347,2026,2026_1129,autodidaktisch online
1349,2026,2026_1131,local training
1353,2026,2026_1135,carpentries
1354,2026,2026_1135,local university
1363,2026,2026_1143,carpentries
1364,2026,2026_1143,local uni training.
1368,2026,2026_1147,ninguno
1371,2026,2026_1150,local university
1372,2026,2026_1150,reading group of our research group
1374,2026,2026_1152,local training
1375,2026,2026_1152,rse basics (version control
1376,2026,2026_1152,tests
1377,2026,2026_1152,ci)
1380,2026,2026_1154,clases para diplomados en universidades
1381,2026,2026_1154,talleres de rladies y python
1382,2026,2026_1155,carpentries
1384,2026,2026_1157,crc workshops
1386,2026,2026_1159,local organization training
1389,2026,2026_1162,carpentries
1390,2026,2026_1162,latex
