,Year_0,row_id,proj6zaf_0
1295,2018,2018_731,discourse
1296,2018,2018_731,travis
1297,2018,2018_731,appveyor
1298,2018,2018_731,circleci
1300,2018,2018_733,gitlab
1301,2018,2018_734,gitlab
1302,2018,2018_734,github
1306,2018,2018_738,atlassian products 
1307,2018,2018_738,hipchat
1308,2018,2018_738,jira
1312,2018,2018_739,slack 
1313,2018,2018_739, atlassian suite
1315,2018,2018_741,github
1316,2018,2018_741,atlassian tools
1317,2018,2018_742,bitbucket
1318,2018,2018_742,github
1320,2018,2018_742,gitlab + jenkins internally
1322,2018,2018_743,phabricator
1323,2018,2018_744,gitlab
1324,2018,2018_745,github
1325,2018,2018_745,jira
1326,2018,2018_745,confluence
1327,2018,2018_745,bamboo
1328,2018,2018_746,github
1329,2018,2018_746,bitbucket
1330,2018,2018_746,slack
1331,2018,2018_747,atlassian
1332,2018,2018_747,github
1333,2018,2018_747,gitlab
1334,2018,2018_748,sourceforge
1336,2018,2018_750,github
1337,2018,2018_750,bitbucket
1338,2018,2018_750,trello
1340,2018,2018_751,github
1341,2018,2018_752,github
1342,2018,2018_753,github
1346,2018,2018_757,github
1347,2018,2018_758,gogs
1348,2018,2018_758,gitlab
1349,2018,2018_759,github
1350,2018,2018_759,trello
1351,2018,2018_759,jira
1353,2018,2018_761,github
1354,2018,2018_761,google drive
1355,2018,2018_762,github
1356,2018,2018_763,astropy
1359,2018,2018_766,cvmfs redmine github
1361,2018,2018_768,github
1362,2018,2018_768,slack
1363,2018,2018_768,wikis
1364,2018,2018_769,github
1366,2018,2018_771,github
1367,2018,2018_771,docker hub
1368,2018,2018_772,osf
1369,2018,2018_772,google drive
1370,2018,2018_773,github
1374,2018,2018_777,github
1376,2018,2018_779,github
1377,2018,2018_780,github
1378,2018,2018_780,bitbucket
1379,2018,2018_781,github
1380,2018,2018_781,matrix
1381,2018,2018_781,jitsi
1382,2018,2018_781,google hangouts
1383,2018,2018_782,github
1385,2018,2018_784,github
1386,2018,2018_784,gitlab
1388,2018,2018_786,jira
1389,2018,2018_786,github
1390,2018,2018_787,tortoisesvn
1392,2018,2018_789,github
1394,2018,2018_791,github
1395,2018,2018_791,slack
1396,2018,2018_791,dataverse
1397,2018,2018_792,bitbucket
1398,2018,2018_792,github
1399,2018,2018_793,git
1400,2018,2018_793,github
1401,2018,2018_793,slack
1402,2018,2018_794,github
1403,2018,2018_794,bitbucket
1404,2018,2018_794,trello
1406,2018,2018_796,github
1407,2018,2018_796,bitbucket
1409,2018,2018_798,guthub
1413,2018,2018_802,github
1414,2018,2018_803,github
1415,2018,2018_804,jira
1416,2018,2018_804,confluence
1417,2018,2018_804,bitbucket
1418,2018,2018_805,github
1419,2018,2018_805,slack
1420,2018,2018_805,trello
1421,2018,2018_806,github
1422,2018,2018_806,slack
1424,2018,2018_808,github bitbucket
1427,2018,2018_811,trac
1428,2018,2018_812,rstudio
1429,2018,2018_812,jupyter notebooks
1430,2018,2018_813,slack
1431,2018,2018_813,gitlab
1432,2018,2018_814,github sourceforge
1433,2018,2018_815,github
1434,2018,2018_815,zenodo
1435,2018,2018_815,gist
1436,2018,2018_815,slack
1437,2018,2018_815,email
1438,2018,2018_816,github
1439,2018,2018_817,maven
1440,2018,2018_817,github
1443,2018,2018_818, github
1446,2018,2018_820,none
1447,2018,2018_821,jira
1448,2018,2018_821,github
1449,2018,2018_821,travis ci
1450,2018,2018_821,ansible galaxy
1451,2018,2018_821,dockerhub
1456,2018,2018_826,github
1457,2018,2018_826,bitbucket
1458,2018,2018_826,assembla
1459,2018,2018_827,github
1461,2018,2018_829,github
1462,2018,2018_830,github
1463,2018,2018_830,slack
1465,2018,2018_832,github
1466,2018,2018_832,slack
1467,2018,2018_832,google docs
1468,2018,2018_832,email
1469,2018,2018_833,internal repos
1470,2018,2018_833,github
1471,2018,2018_834,git
1472,2018,2018_835,github
1473,2018,2018_835,noaa vlab
1474,2018,2018_835,atlassian bitbucket
1477,2018,2018_838,github
1478,2018,2018_839,github
1479,2018,2018_839,slack
1480,2018,2018_839,irc 
1483,2018,2018_839,mailing lists
1484,2018,2018_839,biostar
1485,2018,2018_839,seqanswers
1486,2018,2018_839,stack overflow
1489,2018,2018_842,github
1490,2018,2018_842,gitlab
1491,2018,2018_843,github
1492,2018,2018_843,bitbucet
1493,2018,2018_843,gitlab
1494,2018,2018_844,github
1495,2018,2018_844,bitbucket
1496,2018,2018_844,nuget
1497,2018,2018_844,myget
1500,2018,2018_847,github
1501,2018,2018_847,bitbucket
1502,2018,2018_848,github
1503,2018,2018_849,github
1504,2018,2018_850,gitlab
1505,2018,2018_850,github
1506,2018,2018_851,github
1507,2018,2018_851,circleci
1508,2018,2018_851,travis
1509,2018,2018_851,codacy
1511,2018,2018_853,github
1512,2018,2018_853,matrix
1513,2018,2018_853,slack
1514,2018,2018_853,jitsi
1515,2018,2018_854,github
1516,2018,2018_855,trello
1517,2018,2018_855,jira
1518,2018,2018_856,gitlab
1519,2018,2018_856,jira
1520,2018,2018_857,github
1522,2018,2018_859,gitlab
1523,2018,2018_859,bitbucket
1524,2018,2018_859,debian
1525,2018,2018_859,linux
1526,2018,2018_859,sagemath
1527,2018,2018_859,python
1528,2018,2018_860,github
1529,2018,2018_861,git
1532,2018,2018_863,gitlab
1536,2018,2018_867,github
1538,2018,2018_869,gitlab
1539,2018,2018_870,atlassian jira
1540,2018,2018_871,github
1541,2018,2018_871,conda stack
1542,2018,2018_871,readthedocs
1543,2018,2018_871,travis
1544,2018,2018_871,binder
1547,2018,2018_874,github
1548,2018,2018_874,slack
1549,2018,2018_874,trello
1550,2018,2018_874,osf
1551,2018,2018_875,slack
1553,2018,2018_876,github
1554,2018,2018_876,bitbucket
1555,2018,2018_877,github
1556,2018,2018_878,trello
1557,2018,2018_878,github
1558,2018,2018_879,bitbucket
1559,2018,2018_880,jira
1561,2018,2018_882,dspace
1562,2018,2018_882,ojs
1563,2018,2018_882,ocs software stack
1564,2018,2018_883,slack
1565,2018,2018_883,gitter
1567,2018,2018_884,git
1568,2018,2018_885,github
1569,2018,2018_885,bitbucket
1570,2018,2018_886,slack
1572,2018,2018_887,github
1575,2018,2018_888,github
1576,2018,2018_888,waffle
1580,2018,2018_892,github
1581,2018,2018_892,gitlab
1582,2018,2018_892,overleaf
1583,2018,2018_893,github
1584,2018,2018_893,gitlab
1585,2018,2018_893,jira
1587,2018,2018_895,private gitlab instance
1588,2018,2018_895,github
1589,2018,2018_896,github
1590,2018,2018_897,github
1591,2018,2018_897,google docs
1592,2018,2018_897,slack
1593,2018,2018_897,zulip
1594,2018,2018_897,jira
1595,2018,2018_897,bitbucket
1596,2018,2018_897,confluence
1597,2018,2018_898,github
1598,2018,2018_898,gitlab
1599,2018,2018_899,bitbucket
1600,2018,2018_899,github
1601,2018,2018_899,gitlab
1602,2018,2018_900,gerrit
1603,2018,2018_901,stackexchange
1604,2018,2018_901,msdn
1605,2018,2018_901,sharpdx
1606,2018,2018_901,cefsharp
1607,2018,2018_901,ffmpeg shibboleth
1608,2018,2018_901,bouncycastle
1609,2018,2018_901,supersockets
1611,2018,2018_902,github
1612,2018,2018_903,youtrack
1613,2018,2018_903,teamcity
1615,2018,2018_905,atlassian
1616,2018,2018_905,gitlab
1617,2018,2018_905,github
1618,2018,2018_905,stackexchange
1620,2018,2018_907,bitbucket
1624,2018,2018_911,gitlab
1625,2018,2018_912,jira
1626,2018,2018_913,github
1627,2018,2018_913,gitlab
1629,2018,2018_915,github
1630,2018,2018_916,github
1631,2018,2018_917,github
1633,2018,2018_919,wiki/onenote
1634,2018,2018_920,eigen library
1637,2018,2018_923,gitlab
1639,2018,2018_925,github
1641,2018,2018_925,confluence
1642,2018,2018_925,jira
1644,2018,2018_927,github
1645,2018,2018_927,gitlab
1646,2018,2018_927,bitbucket
1648,2018,2018_929,github
1649,2018,2018_929,bitbucket
1650,2018,2018_929,gitlab
1652,2018,2018_931,github gitlab
1655,2018,2018_934,skype
1656,2018,2018_934,telephone
1657,2018,2018_934,google hangouts
1658,2018,2018_935,gforge
1659,2018,2018_935,atlassian
1660,2018,2018_936,trac
1661,2018,2018_936,mantuis
1662,2018,2018_936,dokuwiki 
1663,2018,2018_936,self hosted only
1665,2018,2018_937,gitlab
1666,2018,2018_937,github
1667,2018,2018_938,github
1668,2018,2018_938,gitlab
1669,2018,2018_939,github
1670,2018,2018_939,gitlab
1671,2018,2018_939,confluence
1674,2018,2018_942,gitlab
1675,2018,2018_942,github
1677,2018,2018_944,github
1678,2018,2018_944,slack
1679,2018,2018_944,trello;
1681,2018,2018_946,gitlab
1682,2018,2018_946,github
1685,2018,2018_949,gitlab
1686,2018,2018_949,github
1687,2018,2018_950,trello
1688,2018,2018_951,redmine
1689,2018,2018_952,trello
1691,2018,2018_954,github
1693,2018,2018_955,github
1695,2018,2018_957,wiki tickets
1696,2018,2018_958,asana task manager
1697,2018,2018_958,slack
1698,2018,2018_959,github
1699,2018,2018_959,gitlab
1701,2018,2018_961,github
1702,2018,2018_961,bitbucket
1703,2018,2018_961,gitlab
1704,2018,2018_962,github
1706,2018,2018_964,github
1707,2018,2018_965,gitlab github
1710,2018,2018_967,jira
1711,2018,2018_967,slack
1712,2018,2018_968,bitbucket
1713,2018,2018_969,github
1715,2018,2018_971,twitter
1716,2018,2018_971,github
1717,2018,2018_971,stackexchange
1718,2018,2018_971,seqanswers
1719,2018,2018_972,github
1720,2018,2018_972,google drive
1721,2018,2018_973,wikis
1722,2018,2018_973,github
1724,2018,2018_975,github
1725,2018,2018_975,bitbucket
1726,2018,2018_975,jira
1727,2018,2018_975,confluence
1728,2018,2018_976,git stash
1729,2018,2018_976,jira
1731,2018,2018_978,github
1732,2018,2018_978,dockerhub
1733,2018,2018_978,bitbucket
1734,2018,2018_979,bitbucket
1735,2018,2018_979,jira
1736,2018,2018_979,github
1741,2018,2018_984,github
1742,2018,2018_985,slack
1743,2018,2018_986,github
1744,2018,2018_986,gitlab
1745,2018,2018_986,sourceforge
1746,2018,2018_986,bitbucket
1747,2018,2018_987,github
1750,2018,2018_990,github
1751,2018,2018_990,readmine
1752,2018,2018_990,open project
1753,2018,2018_991,jira
1754,2018,2018_991,bitbucket
1755,2018,2018_991,github
1756,2018,2018_991,gitlab
1757,2018,2018_991,slack
1758,2018,2018_991,skype
1759,2018,2018_991,hangouts
1760,2018,2018_991,vs code liveshare
1761,2018,2018_991,google drive
1762,2018,2018_991,pypi
1763,2018,2018_991,dockerhub
1764,2018,2018_992,github
1768,2018,2018_996,sourceforge
