,startdate_0,socio1_0,rse1_0,edu1_0,edu2_0,edu4_0,rse4de_0,rse3_0,soft2can_0,soft1can_0,time1can_0,time2can_0,time3can_0,time4can_0,time5can_0,timeLike6zaf_0,timeLike7zaf_0,timeLike8zaf_0,timeLike9zaf_0,timeLike10zaf_0,currentEmp1_0,currentEmp12_0,currentEmp10_0,currentEmp11_0,currentEmp13_0,currentEmp13_1,currentEmp13_2,currentEmp13_3,currentEmp13_4,currentEmp13_5,currentEmp13_6,currentEmp13_7,currentEmp13_8,currentEmp13_9,currentEmp13_10,currentEmp13_11,currentEmp13_12,currentEmp13_13,currentEmp13_14,currentEmp13_15,currentEmp13_16,currentEmp13_17,currentEmp13_18,currentEmp13_19,currentEmp13_20,currentEmp13_21,currentEmp13_22,currentEmp13_23,currentEmp13_24,currentEmp13_25,currentEmp13_26,currentEmp13_27,currentEmp13_28,currentEmp13_29,currentEmp13_30,currentEmp13_31,currentEmp13_32,currentEmp13_33,currentEmp13_34,currentEmp13_35,currentEmp13_36,currentEmp13_37,currentEmp13_38,currentEmp13_39,currentEmp13_40,currentEmp13_41,currentEmp13_42,currentEmp13_43,currentEmp13_44,currentEmp13_45,currentEmp13_46,currentEmp13_47,currentEmp13_48,currentEmp13_49,currentEmp13_50,currentEmp13_51,currentEmp13_52,currentEmp13_53,currentEmp13_54,currentEmp13_55,currentEmp13_56,currentEmp13_57,currentEmp13_58,currentEmp13_59,currentEmp13_60,currentEmp13_61,currentEmp13_62,currentEmp13_63,currentEmp13_64,currentEmp13can_0,currentEmp13can_1,currentEmp13can_2,currentEmp13can_3,currentEmp13can_4,currentEmp13can_5,currentEmp13can_6,currentEmp13can_7,currentEmp13can_8,currentEmp13can_9,currentEmp13can_10,currentEmp13can_11,currentEmp13can_12,currentEmp13can_13,currentEmp13can_14,currentEmp13can_15,currentEmp13can_16,currentEmp13can_17,currentEmp13can_18,currentEmp13can_19,currentEmp13can_20,currentEmp13can_21,currentEmp13can_22,currentEmp13can_23,currentEmp13can_24,currentEmp13can_25,currentEmp13can_26,currentEmp13can_27,currentEmp13can_28,currentEmp13can_29,currentEmp13can_30,currentEmp13can_31,currentEmp13can_32,currentEmp13can_33,currentEmp13can_34,currentEmp13can_35,currentEmp13can_36,currentEmp13can_37,currentEmp13can_38,currentEmp13can_39,currentEmp13can_40,currentEmp13can_41,currentEmp13can_42,currentEmp13can_43,currentEmp13can_44,currentEmp13can_45,currentEmp13can_46,currentEmp13can_47,currentEmp13can_48,currentEmp13can_49,currentEmp13can_50,currentEmp13can_51,currentEmp13can_52,currentEmp13can_53,currentEmp13can_54,currentEmp13aus_0,currentEmp13aus_1,currentEmp13aus_2,currentEmp13aus_3,currentEmp13aus_4,currentEmp13aus_5,currentEmp13aus_6,currentEmp13aus_7,currentEmp13aus_8,currentEmp13aus_9,currentEmp13aus_10,currentEmp13aus_11,currentEmp13aus_12,currentEmp13aus_13,currentEmp13aus_14,currentEmp13aus_15,currentEmp13aus_16,currentEmp13aus_17,currentEmp13aus_18,currentEmp13aus_19,currentEmp13aus_20,currentEmp13aus_21,prevEmp1_0,prevEmp2_0,prevEmp2_1,prevEmp2_2,prevEmp2_3,prevEmp2_4,currentWork1_0,currentWork2_0,paper2mod_0,conf1can_0,conf2can_0,proj1can_0,proj2can_0,proj7can_0,proj8can_0,stability1_0,stability2_0,proj4can_0,proj4can_1,proj4can_2,proj4can_3,proj5can_0,open1can_0,open2de_0,open3can_0,open3de_0,open1de_0,proj5zaf_0,proj5zaf_1,proj5zaf_2,proj5zaf_3,proj5zaf_4,proj6zaf_0,train2_0,train3_0,fund2_0,fund2_1,fund2_2,fund2_3,fund2_4,fund2_5,fund2_6,fund2_7,fund2_8,fund2_9,fund2_10,fund2_11,fund2_12,fund2_13,fund2_14,fund2_15,fund2_16,fund1can_0,satisGen1_0,satisGen2_0,recog1_0,recog2_0,recog3_0,turnOver3_0,turnOver6_0,percEmp1_0,percEmp3_0,progRSE1_0,progRSE2_0,progRSE3_0,progRSE5_0,ukrse1_0,org1can_0,org2can_0,org2can_1,org2can_2,org2can_3,org2can_4,tool2_0,tool4can_0,tool4can_1,tool4can_2,tool4can_3,tool4can_4,tool4can_5,tool4can_6,tool4can_7,tool4can_8,tool4can_9,tool4can_10,tool4can_11,tool4can_12,tool4can_13,tool4can_14,tool4can_15,tool4can_16,tool4can_17,tool4can_18,tool4can_19,tool4can_20,tool4can_21,tool4can_22,tool4can_23,tool4can_24,tool4can_25,tool4can_26,tool4can_27,tool4can_28,tool4can_29,tool4can_30,tool4can_31,tool4can_32,tool4can_33,tool4can_34,tool4can_35,tool5can_0,tool5can_1,tool5can_2,tool5can_3,tool5can_4,tool5can_5,tool5can_6,ukrse3_0,ukrse12de_0,skill2_0,Year_0,row_id
573,25/10/2018 12:25,Germany,True,Masters Degree,Physics and Astronomy,,False,0 - Mostly me,False,5.0,4,7,4,1 (None at all),4,4,9,1 (None at all),3,,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Freedom to choose own working practices,Ability to work across disciplines,Desire to work in a research environment,I want to learn new skills,Opportunity for career advancement,"Different researchers, same research group",True,Acknowledged in acknowledgements section,False,,,,,,1.0,True,True,False,True,False,,7,7,1 (None at all),,What is ORCID?,False,False,True,False,False,,0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,8,,Agree,Agree,Agree,4,Disagree,,,,,,,False,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,,2018,2018_573
574,25/10/2018 13:17,Germany,True,Masters Degree,Computer Science,,False,5 - Mostly other people,True,20.0,8,2,2,1 (None at all),3,7,5,2,3,3,Fraunhofer Society,Full Time,Permanent -- funded by project funds,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Opportunity to develop software,I want to learn new skills,Freedom to choose own working practices,Desire to work in a research environment,Ability to work across disciplines,Regularly change researcher(s),False,Named as co-author,True,"CARS, ISTU",5.0,3.0,,,2.0,False,False,False,True,True,,1 (None at all),7,1 (None at all),,What is ORCID?,False,True,True,False,False,"Jira, GitLab, Bugzilla, Confluence",2.0,"MEVIS Academy, Developer Seminar",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,7,5,Strongly Agree,Agree,Neither agree or disagree,3,Strongly disagree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly disagree,Agree,Agree,False,True,True,True,True,True,False,Windows,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,Erfahrung,True,"Usability Engineering, ""Developer Experience"" Begriff definieren können",2018,2018_574
575,25/10/2018 13:41,Germany,True,Masters Degree,Biological Sciences,Dipl. (FH) Informatik,False,1,False,8.0,2,1 (None at all),1 (None at all),1 (None at all),9,5,4,3,1 (None at all),4,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,2.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,I want to learn new skills,Ability to work across disciplines,Flexible working hours,The salary,Opportunity for career advancement,Same researcher(s),True,Named as main author,False,,2.0,3.0,,,2.0,False,True,False,False,False,,3,1 (None at all),1 (None at all),,True,False,False,True,False,False,"Github, Travis CI, ReadTheDocs, Docker Hub",0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,7,5,,,,4,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Disagree,False,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,"Studium, Selbststudium",,"Agile Entwicklung, Machine Learning, mit C programmieren",2018,2018_575
576,25/10/2018 13:43,Germany,True,Undergraduate degree,Electrical & Electronic Engineering,,False,2,False,10.0,5,3,1 (None at all),1 (None at all),5,4,4,2,1 (None at all),6,Fraunhofer Society,Part-time,Research/Student Assistant,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,I want to learn new skills,Ability to work across disciplines,Flexible working hours,Freedom to choose own working practices,Opportunity to develop software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_576
577,25/10/2018 14:38,Germany,True,Masters Degree,Computer Science,,True,3,True,15.0,7,4,4,1 (None at all),2,8,8,3,5,4,Fraunhofer Society,Full Time,Fixed term -- funded by Institution core funding,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to work in a research environment,Desire to advance research,Opportunity to develop software,The salary,Flexible working hours,Same researcher(s),False,Acknowledged in acknowledgements section,False,,2.0,2.0,,,1.0,False,False,False,True,False,,6,1 (None at all),1 (None at all),,True,False,False,True,False,False,"stackexchange, google, github",0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,6,2,Neither agree or disagree,Neither agree or disagree,Strongly disagree,9,Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,,,,,,,,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Autodidakt der viel Freizeit in Computerzeit konvertiert...,True,Wissensmanagement,2018,2018_577
578,25/10/2018 14:55,Germany,True,Masters Degree,Computer Science,Kommunikationselektroniker,False,4,True,5.0,5,3,3,1 (None at all),4,8,5,1 (None at all),1 (None at all),5,Fraunhofer Society,Full Time,Fixed term -- funded by Institution core funding,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Flexible working hours,Freedom to choose own working practices,Opportunity to develop software,I want to learn new skills,Ability to work across disciplines,"Different researchers, same research group",True,Not mentioned at all,False,,6.0,2.0,,,2.0,False,False,False,True,False,,9,1 (None at all),1 (None at all),,What is ORCID?,False,False,True,False,False,"gitlab, github",0.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,7,5,Neither agree or disagree,Neither agree or disagree,Strongly disagree,5,Strongly disagree,Neither agree or disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,False,False,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,,2018,2018_578
579,25/10/2018 15:41,Germany,True,Undergraduate degree,Computer Science,B. Sc.,False,3,True,12.0,9,1 (None at all),1 (None at all),1 (None at all),2,9,2,1 (None at all),2,2,University,Full Time,Permanent -- funded by Institution core funding,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Opportunity to develop software,Desire to advance research,I want to learn new skills,Flexible working hours,The salary,Same researcher(s),True,Named as co-author,False,,2.0,2.0,,,2.0,False,True,True,True,False,,8,6,6,,True,False,False,True,False,False,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,5,5,Agree,Agree,Disagree,5,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,,,,,,,,GNU/Linux,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,True,,2018,2018_579
580,25/10/2018 16:08,Germany,True,Masters Degree,Computer Science,,False,5 - Mostly other people,True,10.0,9,3,2,1 (None at all),2,9,5,2,1 (None at all),2,Fraunhofer Society,Full Time,Prefer not to say,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Freedom to choose own working practices,Opportunity to develop software,Desire to work in a research environment,Ability to work across disciplines,I want to learn new skills,Same researcher(s),True,Named as main author,False,,1.0,6.0,,,3.0,True,False,False,True,False,,3,7,1 (None at all),,What is ORCID?,False,False,True,False,False,"gitlab, github, slack, trello",0.0,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,8,8,Strongly Agree,Strongly Agree,Agree,1 (None at all),Neither agree or disagree,Agree,Strongly Agree,,,,,False,False,,,,,,GNU/Linux,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,"Uni, Werksstudent",,,2018,2018_580
581,25/10/2018 16:38,Germany,False,"Final secondary-school examinations, general qualification for university entrance",Education,,False,0 - Mostly me,False,0.0,3,1 (None at all),1 (None at all),4,7,8,3,2,2,10 (All my time),Fraunhofer Society,Full Time,Fixed term -- funded by Institution core funding,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Opportunity to develop software,I want to learn new skills,Freedom to choose own working practices,Flexible working hours,The salary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_581
582,25/10/2018 17:53,Germany,True,Undergraduate degree,Mechanical Engineering,,False,2,False,2.0,8,10 (All my time),2,3,2,7,9,2,4,4,Fraunhofer Society,Part-time,Research/Student Assistant,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Desire to work in a research environment,Freedom to choose own working practices,I want to learn new skills,Desire to advance research,Flexible working hours,Same researcher(s),True,Not mentioned at all,,,1.0,3.0,,,1.0,False,False,False,True,False,,1 (None at all),1 (None at all),1 (None at all),,What is ORCID?,False,False,True,False,False,,0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,8,,Agree,,,1 (None at all),Disagree,Agree,Agree,,Strongly disagree,,,False,True,False,True,True,False,True,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,,2018,2018_582
583,25/10/2018 19:25,Germany,False,Masters Degree,Computer Science,,False,0 - Mostly me,False,4.0,4,3,5,1 (None at all),5,7,5,5,1 (None at all),7,University,Part-time,Research/Student Assistant,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Desire to work in a research environment,Freedom to choose own working practices,Desire to advance research,Flexible working hours,I want to learn new skills,Same researcher(s),False,Acknowledged in the main text,False,,1.0,1.0,,,1.0,False,False,False,True,False,,2,7,5,,False,False,False,True,False,False,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,5,6,Neither agree or disagree,Agree,Neither agree or disagree,,,Neither agree or disagree,,Agree,Neither agree or disagree,Agree,Neither agree or disagree,False,True,True,True,True,True,True,Windows,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,,2018,2018_583
584,25/10/2018 22:06,Germany,True,Other,Geography & Environmental Sciences,,True,5 - Mostly other people,False,10.0,3,4,4,1 (None at all),7,5,5,6,1 (None at all),4,University,Full Time,Fixed term -- funded by project funds,3.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Planck Society,Freedom to choose own working practices,Desire to work in a research environment,Flexible working hours,Ability to work across disciplines,Desire to advance research,"Different researchers, same research group",True,Acknowledged in acknowledgements section,True,ICEI2018,2.0,2.0,,,1.0,False,False,False,True,False,,5,1 (None at all),1 (None at all),self written proxy,True,False,True,True,False,False,"tfs, gitlab, github",1.0,project internal software usage workshop,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,9,9,Strongly Agree,Agree,Disagree,2,Disagree,,,,,,,False,,,,,,,Windows,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,by doing,True,"real world  info about legal issues and software licences, js training,",2018,2018_584
585,26/10/2018 08:23,Germany,True,Masters Degree,Civil Engineering,,False,0 - Mostly me,False,2.0,5,6,3,1 (None at all),2,5,9,9,1 (None at all),9,Fraunhofer Society,Part-time,Fixed term -- funded by project funds,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,I want to learn new skills,Desire to work in a research environment,Opportunity for career advancement,Freedom to choose own working practices,The salary,Same researcher(s),True,Named as main author,False,,2.0,0.0,,,1.0,False,True,False,False,False,,1 (None at all),1 (None at all),1 (None at all),,True,False,False,False,False,True,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,7,7,Strongly Agree,Strongly Agree,Strongly Agree,4,Strongly disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,False,True,True,True,True,True,True,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,autodidaktisch,True,,2018,2018_585
