,startdate_0,socio1_0,rse1_0,edu1_0,edu2_0,edu4_0,rse4de_0,rse3_0,soft2can_0,soft1can_0,time1can_0,time2can_0,time3can_0,time4can_0,time5can_0,timeLike6zaf_0,timeLike7zaf_0,timeLike8zaf_0,timeLike9zaf_0,timeLike10zaf_0,currentEmp1_0,currentEmp12_0,currentEmp10_0,currentEmp11_0,currentEmp13_0,currentEmp13_1,currentEmp13_2,currentEmp13_3,currentEmp13_4,currentEmp13_5,currentEmp13_6,currentEmp13_7,currentEmp13_8,currentEmp13_9,currentEmp13_10,currentEmp13_11,currentEmp13_12,currentEmp13_13,currentEmp13_14,currentEmp13_15,currentEmp13_16,currentEmp13_17,currentEmp13_18,currentEmp13_19,currentEmp13_20,currentEmp13_21,currentEmp13_22,currentEmp13_23,currentEmp13_24,currentEmp13_25,currentEmp13_26,currentEmp13_27,currentEmp13_28,currentEmp13_29,currentEmp13_30,currentEmp13_31,currentEmp13_32,currentEmp13_33,currentEmp13_34,currentEmp13_35,currentEmp13_36,currentEmp13_37,currentEmp13_38,currentEmp13_39,currentEmp13_40,currentEmp13_41,currentEmp13_42,currentEmp13_43,currentEmp13_44,currentEmp13_45,currentEmp13_46,currentEmp13_47,currentEmp13_48,currentEmp13_49,currentEmp13_50,currentEmp13_51,currentEmp13_52,currentEmp13_53,currentEmp13_54,currentEmp13_55,currentEmp13_56,currentEmp13_57,currentEmp13_58,currentEmp13_59,currentEmp13_60,currentEmp13_61,currentEmp13_62,currentEmp13_63,currentEmp13_64,currentEmp13can_0,currentEmp13can_1,currentEmp13can_2,currentEmp13can_3,currentEmp13can_4,currentEmp13can_5,currentEmp13can_6,currentEmp13can_7,currentEmp13can_8,currentEmp13can_9,currentEmp13can_10,currentEmp13can_11,currentEmp13can_12,currentEmp13can_13,currentEmp13can_14,currentEmp13can_15,currentEmp13can_16,currentEmp13can_17,currentEmp13can_18,currentEmp13can_19,currentEmp13can_20,currentEmp13can_21,currentEmp13can_22,currentEmp13can_23,currentEmp13can_24,currentEmp13can_25,currentEmp13can_26,currentEmp13can_27,currentEmp13can_28,currentEmp13can_29,currentEmp13can_30,currentEmp13can_31,currentEmp13can_32,currentEmp13can_33,currentEmp13can_34,currentEmp13can_35,currentEmp13can_36,currentEmp13can_37,currentEmp13can_38,currentEmp13can_39,currentEmp13can_40,currentEmp13can_41,currentEmp13can_42,currentEmp13can_43,currentEmp13can_44,currentEmp13can_45,currentEmp13can_46,currentEmp13can_47,currentEmp13can_48,currentEmp13can_49,currentEmp13can_50,currentEmp13can_51,currentEmp13can_52,currentEmp13can_53,currentEmp13can_54,currentEmp13aus_0,currentEmp13aus_1,currentEmp13aus_2,currentEmp13aus_3,currentEmp13aus_4,currentEmp13aus_5,currentEmp13aus_6,currentEmp13aus_7,currentEmp13aus_8,currentEmp13aus_9,currentEmp13aus_10,currentEmp13aus_11,currentEmp13aus_12,currentEmp13aus_13,currentEmp13aus_14,currentEmp13aus_15,currentEmp13aus_16,currentEmp13aus_17,currentEmp13aus_18,currentEmp13aus_19,currentEmp13aus_20,currentEmp13aus_21,prevEmp1_0,prevEmp2_0,prevEmp2_1,prevEmp2_2,prevEmp2_3,prevEmp2_4,currentWork1_0,currentWork2_0,paper2mod_0,conf1can_0,conf2can_0,proj1can_0,proj2can_0,proj7can_0,proj8can_0,stability1_0,stability2_0,proj4can_0,proj4can_1,proj4can_2,proj4can_3,proj5can_0,open1can_0,open2de_0,open3can_0,open3de_0,open1de_0,proj5zaf_0,proj5zaf_1,proj5zaf_2,proj5zaf_3,proj5zaf_4,proj6zaf_0,train2_0,train3_0,fund2_0,fund2_1,fund2_2,fund2_3,fund2_4,fund2_5,fund2_6,fund2_7,fund2_8,fund2_9,fund2_10,fund2_11,fund2_12,fund2_13,fund2_14,fund2_15,fund2_16,fund1can_0,satisGen1_0,satisGen2_0,recog1_0,recog2_0,recog3_0,turnOver3_0,turnOver6_0,percEmp1_0,percEmp3_0,progRSE1_0,progRSE2_0,progRSE3_0,progRSE5_0,ukrse1_0,org1can_0,org2can_0,org2can_1,org2can_2,org2can_3,org2can_4,tool2_0,tool4can_0,tool4can_1,tool4can_2,tool4can_3,tool4can_4,tool4can_5,tool4can_6,tool4can_7,tool4can_8,tool4can_9,tool4can_10,tool4can_11,tool4can_12,tool4can_13,tool4can_14,tool4can_15,tool4can_16,tool4can_17,tool4can_18,tool4can_19,tool4can_20,tool4can_21,tool4can_22,tool4can_23,tool4can_24,tool4can_25,tool4can_26,tool4can_27,tool4can_28,tool4can_29,tool4can_30,tool4can_31,tool4can_32,tool4can_33,tool4can_34,tool4can_35,tool5can_0,tool5can_1,tool5can_2,tool5can_3,tool5can_4,tool5can_5,tool5can_6,ukrse3_0,ukrse12de_0,skill2_0,Year_0,row_id
556,25/10/2018 10:37,Germany,True,PhD,Civil Engineering,,False,0 - Mostly me,True,16.0,4,4,5,7,2,5,5,5,8,2,University,Full Time,Fixed term -- funded by Institution core funding,3.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Opportunity to develop software,I want to learn new skills,Freedom to choose own working practices,Flexible working hours,Desire to work in a research environment,Same researcher(s),True,Not mentioned at all,True,"ICMMES, ECCOMAS, SIAM, Cyberworlds",3.0,2.0,,,1.0,False,False,False,True,False,,1 (None at all),10 (All the time),1 (None at all),,False,False,False,True,False,False,"Trello, Gitlab, Slack",1.0,Lehrgang an Universitäten,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,,8,5,Disagree,Agree,Disagree,6,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Disagree,Disagree,Strongly Agree,True,,,,,,,OS X,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,Autodidakt,True,TDD,2018,2018_556
557,25/10/2018 10:38,Germany,True,Masters Degree,Physics and Astronomy,,False,2,False,2.0,4,8,2,1 (None at all),3,4,8,2,1 (None at all),3,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,3.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to advance research,Ability to work across disciplines,Opportunity for career advancement,Freedom to choose own working practices,Opportunity to develop software,Regularly change researcher(s),True,Not mentioned at all,True,IMCS 2018,4.0,2.0,,,1.0,False,True,True,True,False,,1 (None at all),2,1 (None at all),,True,False,False,True,False,True,Github,0.0,,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,,8,7,Strongly Agree,Agree,Agree,1 (None at all),Disagree,Neither agree or disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,False,True,True,False,True,True,True,Windows,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,Selbststudium,True,"Versionsverwaltung, Objektorientierung, Mikroprozessor-Schnittstellen",2018,2018_557
558,25/10/2018 10:40,Germany,True,Masters Degree,Computer Science,,False,3,False,8.0,7,6,3,2,4,7,8,4,2,2,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to work in a research environment,Ability to work across disciplines,I want to learn new skills,Freedom to choose own working practices,Opportunity for career advancement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_558
559,25/10/2018 10:45,Germany,True,Masters Degree,Mechanical Engineering,,False,0 - Mostly me,False,3.0,7,7,2,2,2,7,7,2,4,3,University,Full Time,Fixed term -- funded by project funds,3.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Desire to work in a research environment,I want to learn new skills,Opportunity to develop software,Ability to work across disciplines,Opportunity for career advancement,Same researcher(s),True,Named as co-author,True,ICMMES,2.0,2.0,,,1.0,False,True,False,True,False,,1 (None at all),1 (None at all),1 (None at all),,What is ORCID?,False,False,True,False,False,keine,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,7,5,Disagree,Neither agree or disagree,Agree,5,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,False,False,,,,,,Windows,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Selbststudium + Vorlesungen,False,,2018,2018_559
560,25/10/2018 10:49,Germany,True,Masters Degree,Computer Science,,False,2,False,7.0,7,4,6,1 (None at all),3,,5,2,5,3,Fraunhofer Society,Full Time,Fixed term -- funded by Institution core funding,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Freedom to choose own working practices,Ability to work across disciplines,The salary,Opportunity for career advancement,Flexible working hours,Same researcher(s),True,Not mentioned at all,,,3.0,3.0,,,2.0,False,False,False,True,False,,2,6,1 (None at all),,False,False,False,True,False,False,"Gitea, Drone CI, wekan",0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,5,5,Strongly Agree,Neither agree or disagree,Neither agree or disagree,5,Neither agree or disagree,Strongly Agree,Strongly Agree,Disagree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,False,True,True,True,False,True,False,GNU/Linux,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Carolo-Cup / Hobby / Studium,True,"Die Fähigkeit andere von den Konzepten des modenen Softwarengeneerings zu überzeugen (Unit Tests, Continuous Integration, regelmäßige Meetings, Buildsysteme)",2018,2018_560
561,25/10/2018 10:59,Germany,True,Masters Degree,Computer Science,,True,3,True,10.0,7,3,5,3,4,7,5,3,5,4,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to work in a research environment,Ability to work across disciplines,I want to learn new skills,Opportunity for career advancement,Freedom to choose own working practices,Same researcher(s),False,Named as co-author,False,,1.0,3.0,,,1.0,False,False,True,False,False,,1 (None at all),5,1 (None at all),,What is ORCID?,False,False,True,False,False,Gitlab,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,8,8,Strongly Agree,Strongly Agree,Agree,1 (None at all),Disagree,Strongly disagree,Strongly Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,False,,,,,,,Windows,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Selftaught,True,"Machine Learning, High performance computing, computer graphics",2018,2018_561
562,25/10/2018 11:03,Germany,True,Other,Computer Science,,False,5 - Mostly other people,True,7.0,9,2,1 (None at all),2,2,9,5,1 (None at all),2,2,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desire to work in a research environment,Opportunity to develop software,Freedom to choose own working practices,I want to learn new skills,Flexible working hours,Same researcher(s),True,Not mentioned at all,False,,4.0,2.0,,,1.0,True,False,True,True,False,,1 (None at all),1 (None at all),1 (None at all),,What is ORCID?,False,False,True,False,False,GitLab,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,8,8,Strongly Agree,Agree,Agree,2,Strongly disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neither agree or disagree,False,True,False,False,True,True,True,Windows,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,True,,2018,2018_562
563,25/10/2018 11:04,Germany,True,PhD,Chemistry,,False,2,False,8.0,6,7,3,4,5,6,8,1 (None at all),5,2,University,Full Time,Fixed term -- funded by project funds,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Freedom to choose own working practices,Flexible working hours,I want to learn new skills,Desire to work in a research environment,Desire to advance research,Same researcher(s),True,Acknowledged in acknowledgements section,False,,3.0,3.0,,,3.0,False,False,True,False,False,,6,6,2,,False,False,False,True,False,False,,0.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,,8,8,Agree,Neither agree or disagree,Disagree,4,Strongly disagree,Strongly disagree,Strongly Agree,Disagree,Strongly disagree,Neither agree or disagree,Disagree,False,False,,,,,,GNU/Linux,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,,2018,2018_563
564,25/10/2018 11:11,Germany,True,Undergraduate degree,Computer Science,,False,5 - Mostly other people,True,3.0,7,3,4,1 (None at all),3,8,5,1 (None at all),1 (None at all),1 (None at all),Fraunhofer Society,Full Time,Fixed term -- funded by Institution core funding,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Applied Sciences,Freedom to choose own working practices,Flexible working hours,Opportunity to develop software,I want to learn new skills,Ability to work across disciplines,Regularly change researcher(s),True,Acknowledged in acknowledgements section,False,,3.0,1.0,,,1.0,True,False,False,True,False,,10 (All the time),1 (None at all),1 (None at all),,False,False,False,True,False,False,,0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,8,5,Agree,Agree,Strongly disagree,1 (None at all),Disagree,Agree,Strongly Agree,Strongly disagree,Disagree,Agree,Agree,False,False,,,,,,GNU/Linux,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,learning by doing,True,Grafikdesign,2018,2018_564
565,25/10/2018 11:18,Germany,True,PhD,Aeronautical & Manufacturing Engineering,,False,3,False,12.0,4,4,4,2,2,4,6,3,3,2,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to advance research,Freedom to choose own working practices,Ability to work across disciplines,I want to learn new skills,Desire to work in a research environment,Regularly change researcher(s),True,Acknowledged in acknowledgements section,True,,,,,,2.0,False,False,True,False,False,,4,10 (All the time),1 (None at all),,True,False,False,True,False,False,,0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,6,5,Neither agree or disagree,Strongly Agree,Neither agree or disagree,5,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Disagree,Agree,Neither agree or disagree,False,True,False,True,True,True,False,GNU/Linux,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,True,,2018,2018_565
566,25/10/2018 11:18,Germany,True,Undergraduate degree,Geography & Environmental Sciences,,False,0 - Mostly me,False,5.0,4,6,2,1 (None at all),4,6,5,1 (None at all),3,8,University,Full Time,Prefer not to say,2.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Planck Society,Opportunity for career advancement,Ability to work across disciplines,Desire to work in a research environment,Desire to advance research,Flexible working hours,Same researcher(s),False,Acknowledged in the main text,False,,1.0,4.0,,,1.0,False,False,True,True,False,,3,5,2,,What is ORCID?,True,True,True,False,False,Github,0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0 - Not at all satisfied,3,Disagree,Neither agree or disagree,Strongly disagree,8,Strongly disagree,Disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,False,True,True,True,False,True,True,GNU/Linux,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,Self Study,True,dealing with other persons,2018,2018_566
567,25/10/2018 11:24,Germany,True,Masters Degree,Computer Science,,False,5 - Mostly other people,True,20.0,7,2,2,1 (None at all),4,5,3,5,1 (None at all),,Max Planck Society,Full Time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Desire to work in a research environment,Ability to work across disciplines,I want to learn new skills,Freedom to choose own working practices,Flexible working hours,"Different researchers, same research group",True,Named as co-author,True,LIGO/VIRGO Collaboration Meetings,4.0,2.0,,,2.0,False,False,False,True,False,,10 (All the time),2,1 (None at all),,True,False,False,True,False,False,"GitHub, GitLab, Rocket.Chat, JIRA, Confluence, Foswiki, Redmine, OTRS, Wekan, DokuWiki, NextCloud, Jenkins, BOINC, Python, RubyGems, Rails, Solr, Qt, Atom, Koha, Debian",0.0,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,8,8,Agree,Neither agree or disagree,Agree,2,Disagree,Neither agree or disagree,Strongly Agree,Strongly disagree,,Disagree,Disagree,False,,,,,,,OS X,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,,,,,,,,"Enthusiastisches, neugieriges Lernen sowie Berufserfahrung",,,2018,2018_567
568,25/10/2018 11:40,Germany,True,Masters Degree,Electrical & Electronic Engineering,M. Sc. NDT,False,5 - Mostly other people,False,10.0,2,3,7,1 (None at all),3,3,6,5,3,3,Fraunhofer Society,Full Time,Permanent -- funded by Institution core funding,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fraunhofer Society,I want to learn new skills,Freedom to choose own working practices,Ability to work across disciplines,Desire to work in a research environment,Flexible working hours,Regularly change researcher(s),True,Named as co-author,True,"DGZFP-Jahrestagungen 2009 - 2018, ECNDT 2018, CFK-Valley Convention 2010 & 2011, CICE 2014, ASNT 2014, ENDE 2011, SPIE 2009-2013",3.0,2.0,,,1.0,False,False,True,True,False,,1 (None at all),4,1 (None at all),,True,False,False,False,False,True,,0.0,interne Fraunhofer Schulung,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,5,6,Neither agree or disagree,Strongly Agree,Agree,8,Agree,Disagree,Strongly Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Agree,False,True,True,True,True,True,True,Windows,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,eigenständig und im Austausch mit Kollegen,True,"Projektmanagement bei unikalen Teams, Versionskontrolle, interne Standards",2018,2018_568
569,25/10/2018 11:44,Germany,True,Masters Degree,Chemistry,B.A. (Skandinavistik),False,0 - Mostly me,False,3.0,6,3,7,2,2,8,3,8,2,2,Fraunhofer Society,Part-time,Fixed term -- funded by project funds,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Desire to advance research,Desire to work in a research environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_569
570,25/10/2018 12:12,Germany,True,Masters Degree,Physics and Astronomy,,False,3,False,3.0,7,4,4,1 (None at all),3,7,7,2,1 (None at all),2,Fraunhofer Society,Full Time,Fixed term -- funded by Institution core funding,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Opportunity to develop software,Desire to advance research,The salary,Opportunity for career advancement,Ability to work across disciplines,Same researcher(s),True,Named as co-author,False,,3.0,3.0,,,1.0,False,False,True,True,False,,1 (None at all),2,1 (None at all),,What is ORCID?,False,False,True,False,False,,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_570
571,25/10/2018 12:13,Germany,True,Masters Degree,Mechanical Engineering,"Dipl.-Ing. (FH) Elektrotechnik, B.Eng.(hon) European Engineering Management",True,4,False,15.0,3,4,8,2,5,4,5,3,4,5,Fraunhofer Society,Full Time,Fixed term -- funded by project funds,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Desire to work in a research environment,Desire to advance research,I want to learn new skills,Opportunity to develop software,Freedom to choose own working practices,Regularly change researcher(s),True,Not mentioned at all,False,,6.0,3.0,,,0.0,False,False,False,True,False,,1 (None at all),1 (None at all),1 (None at all),,True,False,False,True,False,False,"OpenCV, WxWidgets",0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,3,3,Disagree,Strongly Agree,Disagree,5,Neither agree or disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,Windows,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,Selbststudium,True,"Softwarearchitektur, Webtechnologies",2018,2018_571
572,25/10/2018 12:15,Germany,True,PhD,Physics and Astronomy,PhD,True,4,True,35.0,5,5,3,3,1 (None at all),4,7,2,4,,Max Planck Society,Full Time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to advance research,Ability to work across disciplines,Desire to work in a research environment,The salary,Opportunity to develop software,"Different researchers, same research group",False,Acknowledged in the main text,True,MaxEnt;ICAM;ISBI,2.0,4.0,,,2.0,True,False,False,True,False,,1 (None at all),3,1 (None at all),,True,False,False,False,True,False,none,2.0,2-3 days training workshops,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,7,7,Strongly Agree,Strongly Agree,Agree,3,Strongly disagree,Neither agree or disagree,Strongly Agree,Strongly disagree,,,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_572
