,Year_0,row_id,conf2can_0
1281,2022,2022_946,Text Encoding Initiative (TEI)
1282,2022,2022_946,Digital Humanities (DH)
1283,2022,2022_946,Digital Humanities im deutschsprachigen Raum (DHd)
1292,2022,2022_955,ESIP
1298,2022,2022_961,DPG Frühjahrstagung
1300,2022,2022_962,ECDL
1301,2022,2022_962,TPLD
1302,2022,2022_962,EDDI
1303,2022,2022_962,IASSIST
1304,2022,2022_962,JCDL
1305,2022,2022_963,American Physical Society
1308,2022,2022_965,AGU
1309,2022,2022_965,Planetary Data Workshop
1319,2022,2022_974,IPDPS
1325,2022,2022_980,IEEE Transactions on Visualization and Computer Graphics
1328,2022,2022_983,TDWG
1329,2022,2022_983,Evolution
1333,2022,2022_987,PEARC
1350,2022,2022_1004,Radio Astronomy and VLBI Technical workshops/conferences
1351,2022,2022_1005,Microbiome Data Science; phyllosphere fortnight
1361,2022,2022_1013,Easybuild User Meeting
1362,2022,2022_1013,SuperComputing
1368,2022,2022_1017,PEARC
1377,2022,2022_1026,Computer Applications in Archaeology (CAA)
1378,2022,2022_1026,Young Researchers in Archaeology (YRA)
1381,2022,2022_1029,Everywhere
1383,2022,2022_1031,Society for Computers in Psychology
1384,2022,2022_1032,Metrics workshop
1385,2022,2022_1032,CLBib
1386,2022,2022_1032,ICICT
1387,2022,2022_1032,ICETST
1398,2022,2022_1043,ICAS
1399,2022,2022_1044,DLRK
1401,2022,2022_1046,IMEKO
1403,2022,2022_1047,NeuroNex
1404,2022,2022_1047,Connectomics Meeting
1408,2022,2022_1051,ABACBS
1409,2022,2022_1051,Lorne Infection and Immunity
1413,2022,2022_1055,Ecological Society of Australia Annual Meeting
1419,2022,2022_1061,eResearch Australasia
1420,2022,2022_1061,ABACBS
1421,2022,2022_1061,Lorne Genome 
1426,2022,2022_1066,Bioinformatics Open Source Conference (BOSC)
1431,2022,2022_1071,Bauinformatikforum
1439,2022,2022_1079,BioSB
1442,2022,2022_1081,BOSC
1444,2022,2022_1081,Plant and Animal Genomes
1445,2022,2022_1081,AGBT
1446,2022,2022_1081,Phenoharmonis
1453,2022,2022_1087,ParCFD
1456,2022,2022_1089,Digital Humanities
1464,2022,2022_1094,Euroscipy
1465,2022,2022_1094,pyconFR
1478,2022,2022_1107,Several
1483,2022,2022_1112,Various
1485,2022,2022_1113,Supercomputing
1486,2022,2022_1113,and RSE Conference
1494,2022,2022_1121,Conference of Research Software Engineers
1498,2022,2022_1125,ASPLOS
1509,2022,2022_1136,RSE Conference
1510,2022,2022_1136,domain conferences
1511,2022,2022_1136,project workshops
1515,2022,2022_1138,ECMWF Reproducible Worrkflows Workshop
1517,2022,2022_1138,ESIP January Meeting
1523,2022,2022_1144,rencontre interdisciplianres
1530,2022,2022_1151,JOBIM
1532,2022,2022_1153,Society for Neuroscience Annual Meeting
1533,2022,2022_1154,ECCB
1535,2022,2022_1156,SNMMI
1536,2022,2022_1156,EANM
1538,2022,2022_1158,VIZBI
1539,2022,2022_1158,ISMB/ECCB
1540,2022,2022_1158,JOBIM
1555,2022,2022_1171,LREC
1556,2022,2022_1171,DH
1557,2022,2022_1171,DHd
1558,2022,2022_1171,LDK
1559,2022,2022_1171,LDL
1560,2022,2022_1171,LaTeCH
1563,2022,2022_1174,DLF
1564,2022,2022_1174,DHSI
1565,2022,2022_1174,RAI
1566,2022,2022_1174,DH
1567,2022,2022_1174,LREC
1568,2022,2022_1174,ACL
1574,2022,2022_1180,DLRK
1575,2022,2022_1180,SMART
1578,2022,2022_1182,RSE
1583,2022,2022_1187,SciPy
1584,2022,2022_1187,ACAT
1585,2022,2022_1187,CHEP
1586,2022,2022_1188,RSE Conference
1594,2022,2022_1196,NOBUGS
1595,2022,2022_1196,American Conference of Neutron Scattering
1599,2022,2022_1198,Domain Conference for Large Scale User Facilities (Synchrotrons
1600,2022,2022_1198,Neutrons
1607,2022,2022_1204,Plant Animal Genome
1608,2022,2022_1204,Society for Biocuration
1613,2022,2022_1209,SSI collaborations workshop
1614,2022,2022_1210,PEARC
1615,2022,2022_1211,Gateways Conference
1617,2022,2022_1211,Supercomputing RSE Workshop
1618,2022,2022_1211,Domain specific conferences/workshops
1623,2022,2022_1216,eResearch NZ
1626,2022,2022_1218,Jahrestagung der Gesellschaft für Musikforschung (GfM)
1627,2022,2022_1218,Akademie der Wissenschaften und der Literatur Mainz (ADW Mainz)
1628,2022,2022_1219,DESRIST
1629,2022,2022_1219,ICIS
1630,2022,2022_1219,HICSS
1631,2022,2022_1219,WI
1632,2022,2022_1219,MKWI 
1634,2022,2022_1221,TDWG
1635,2022,2022_1221,Evolution
1638,2022,2022_1224,eResearch NZ
1639,2022,2022_1224,DRAKKAR
1640,2022,2022_1224,eScience coding conference
1648,2022,2022_1232,SIGMOD
1649,2022,2022_1232,SciPy
1650,2022,2022_1233,ESIP
1652,2022,2022_1235,EPS
1653,2022,2022_1235,DPG
1656,2022,2022_1238,DH
1657,2022,2022_1238,DHd Jahreskonferenzen
1659,2022,2022_1240,RSE
1660,2022,2022_1240,SRI DESY User Days
1661,2022,2022_1240,ESRF UM
1662,2022,2022_1241,Software Engineering (SE)
1664,2022,2022_1243,The r user group
1666,2022,2022_1245,GAMM
1667,2022,2022_1245,FEniCS
1668,2022,2022_1245,ProcessNet
1669,2022,2022_1245,APS DFD
1670,2022,2022_1245,Droplets
1677,2022,2022_1251,euro scipy
1687,2022,2022_1261,UK OpenMP User meet
1693,2022,2022_1267,IIIF conference
1694,2022,2022_1267,Museum Computing Group conference
1696,2022,2022_1268,GCC
1697,2022,2022_1268,JOBIM
1698,2022,2022_1268,ELIXIR workshops
1701,2022,2022_1270,ICSE
1703,2022,2022_1271,BOSC
1704,2022,2022_1271,Medical Informatics Europe
1705,2022,2022_1271,ISC High Performance
1706,2022,2022_1271,IEEE Conference on Biomedical and Health Informatics
1707,2022,2022_1271,IEEE BigData
1710,2022,2022_1274,UK Biobanking Showcase
1722,2022,2022_1286,WSSSPE
1723,2022,2022_1286,SuperComputing
1724,2022,2022_1286,CHASE
1725,2022,2022_1286,BioIT World
1726,2022,2022_1286,CHI
1727,2022,2022_1286,UK eScience All Hands
1730,2022,2022_1288,SETAC Europe
1731,2022,2022_1288,Pesticides Symposium
1736,2022,2022_1293,iAssist
1739,2022,2022_1296,ISMB
1740,2022,2022_1296,GCB
1741,2022,2022_1297,EGU
1742,2022,2022_1297,Quadrennial Ozone Symposium (QOS)
1757,2022,2022_1312,useR!
1764,2022,2022_1317,IEEE eScience
1765,2022,2022_1317,ACM PEARC
1768,2022,2022_1319,IEEE eScience
1769,2022,2022_1319,PEARC
1771,2022,2022_1321,SPIE Smart Structures
