,Year_0,row_id,train3_0
361,2017,2017_314,introductory school on moduli spaces im max planck institute for mathematics bonn
363,2017,2017_315,summer school
364,2017,2017_316,eigene tutorials unterschiedlicher größe
365,2017,2017_317,lehre
366,2017,2017_317,summer schools
368,2017,2017_318,local bioinformatics training
369,2017,2017_318,e.g. tutorials in local community
370,2017,2017_319,carpentries
371,2017,2017_320,local university
374,2017,2017_322,lehrgang an universitäten
375,2017,2017_323,dspace anwendertreffen
376,2017,2017_323,lehrgänge er universität
377,2017,2017_323,beratung anderer bibliotheken als kollegiale hilfe
378,2017,2017_323,konferenzbeiträge
380,2017,2017_325,local university
381,2017,2017_326,projektinterne lehrgänge
382,2017,2017_327,lehrgänge an universitäten
383,2017,2017_328,keine
384,2017,2017_329, 
385,2017,2017_330,lehre an universitäten
386,2017,2017_330,workshops auf konferenzen
387,2017,2017_331,intern
390,2017,2017_334,lehrgang an universitäten
392,2017,2017_335,lehrgang an universitäten
393,2017,2017_336,lehrgang an universitäten
397,2017,2017_340,local training
398,2017,2017_341,lehre an der uni
399,2017,2017_341,mitarbeitervorträge
400,2017,2017_341,mitarbeiterworkshops
401,2017,2017_342,summer school
402,2017,2017_342,institutsinterne tagesworkshops
404,2017,2017_344,lehrveranstaltung
405,2017,2017_345,lehrgang an universitäten
408,2017,2017_348,user training
410,2017,2017_350,summer school training
412,2017,2017_352,local university
414,2017,2017_354,local university
415,2017,2017_355,interne weiterbildung
417,2017,2017_357,local university
418,2017,2017_357,supervision of phd students
420,2017,2017_359,local university
429,2017,2017_368,fall
430,2017,2017_368,summer schools
432,2017,2017_369,coworkers training
433,2017,2017_369,students training
434,2017,2017_370,software use
435,2017,2017_370,software evaluation
436,2017,2017_371,nutzerschulungen
439,2017,2017_374, 
442,2017,2017_377,teaminterne workshops
443,2017,2017_377,workshops an universitäten
444,2017,2017_378,—
445,2017,2017_379,lehrgang mit forschern an universitäten
447,2017,2017_381,projektinterne workshops
449,2017,2017_383,keine
450,2017,2017_384,lehrgang universitaet hamburg
452,2017,2017_386,local university
454,2017,2017_387,lehrgang an universitäten
456,2017,2017_389,local university
457,2017,2017_390,workshops an universitäten
459,2017,2017_392,einführung in die benutzung unserer software
461,2017,2017_394,local university
462,2017,2017_394,institute training
463,2017,2017_394,outreach
468,2017,2017_399,local university
470,2017,2017_401,interne wissensaustauschworkshops
471,2017,2017_401,werkzeuggestütze software entwicklung
472,2017,2017_401,agiles arbeiten in der froschung
473,2017,2017_402,carpentries
474,2017,2017_402,local university
475,2017,2017_402,mpg training
476,2017,2017_403,programmierkurse
477,2017,2017_403,methodenkurse
478,2017,2017_404,carpentries
484,2017,2017_410,swc
486,2017,2017_412,keine
488,2017,2017_414,local university
489,2017,2017_415,lehrgang an universitäten
490,2017,2017_416,phd training programs
491,2017,2017_417,local university
492,2017,2017_418,workshop in retreats
493,2017,2017_418,fachkurs an universität
494,2017,2017_419,informal
496,2017,2017_421,"tutorials,vorlesung an univerisät"
497,2017,2017_422,workshops
498,2017,2017_422,schulungen
499,2017,2017_423,workshop intern
500,2017,2017_424,lehrgang an universitäten
501,2017,2017_424,lehrgang an forschungsinstituten
503,2017,2017_426,workshops über unsere modelle und software sowie deren entwicklung
504,2017,2017_427,interne workshops
506,2017,2017_429,lehrgang innerbetrieblich
507,2017,2017_430,carpentries
508,2017,2017_430,local training
509,2017,2017_430,trainings within networks
511,2017,2017_432,lehrgang an universitäten
512,2017,2017_433,lehrgang an universitäten
